review_month,section,category,subtype,row_type,ytd,same_month_prev_year,prev_month,current_month,yoy_change,yoy_pct,mom_change,mom_pct,spike_score,trend
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Boat/Vessel - Related,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Explosive/Explosive Substances - Related,subtype,33,5,2,0,-5,-100.0,-2,-100.0,-2.0,falling
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Inflammable Substance- Related,subtype,20,2,1,2,0,0.0,1,100.0,1.0,rising
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Machinery - Related,subtype,121,13,14,12,-1,-7.7,-2,-14.3,-0.22,falling
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Poisonous Substance - Related,subtype,13,1,2,0,-1,-100.0,-2,-100.0,-2.0,falling
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Other - Related,subtype,1581,160,141,87,-73,-45.6,-54,-38.3,-0.84,falling
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Human - Related,subtype,1005,113,46,36,-77,-68.1,-10,-21.7,-0.9,falling
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Wheeling,subtype,172,0,8,24,24,,16,200.0,2.0,rising
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Drink & Drive Without DL,subtype,56,0,3,0,0,,-3,-100.0,-1.0,falling
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Death Causeed By Electric Shock,subtype,82,9,3,5,-4,-44.4,2,66.7,0.22,falling
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Defective Silencer,subtype,21,0,5,6,6,,1,20.0,0.2,rising
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Footpath Riding,subtype,8,0,1,1,1,,0,0.0,0.0,rising
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Racing & Trials of Speed,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Rash & Negligence/Dangerous Driving,subtype,743,1,134,67,66,6600.0,-67,-50.0,2.5,falling
2025-12,IPC,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC/317(2) TO 317(5) BNS),NA,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,IPC,SEDITION (Sec. 124A IPC/IN BNS Deleted),Attempt to Commit,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,SEDITION (Sec. 124A IPC/IN BNS Deleted),By Foreigner,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,SEDITION (Sec. 124A IPC/IN BNS Deleted),By National,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,SEDITION (Sec. 124A IPC/IN BNS Deleted),By National And Foreigner,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Attempt to Commit,subtype,16,0,1,5,5,,4,400.0,3.0,rising
2025-12,IPC,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Office,subtype,16,2,1,2,0,0.0,1,100.0,1.0,rising
2025-12,IPC,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Public Conveyance,subtype,11,0,0,1,1,,1,,0.0,rising
2025-12,IPC,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Public Place,subtype,139,10,7,16,6,60.0,9,128.6,1.89,rising
2025-12,IPC,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Other Places,subtype,221,9,21,19,10,111.1,-2,-9.5,1.02,rising
2025-12,IPC,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Dowry,subtype,8,0,2,0,0,,-2,-100.0,-1.0,falling
2025-12,IPC,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Abetment of Suicide,subtype,401,35,39,32,-3,-8.6,-7,-17.9,-0.27,falling
2025-12,IPC,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Other Reasons,subtype,264,23,12,21,-2,-8.7,9,75.0,0.66,rising
2025-12,IPC,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Attempt to Commit suicide,subtype,76,6,5,5,-1,-16.7,0,0.0,-0.17,falling
2025-12,IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Abetment,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Animal,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Attempt,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Major - Man,subtype,0,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Major - Woman,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Minor - Boy,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Minor - Girl,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",Attempt to Commit,subtype,33,1,2,4,3,300.0,2,100.0,4.0,rising
2025-12,IPC,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To Extort Confession,subtype,11,0,2,2,2,,0,0.0,0.0,rising
2025-12,IPC,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To Extort Property,subtype,27,2,4,2,0,0.0,-2,-50.0,-0.5,falling
2025-12,IPC,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To settle Dispute,subtype,19,0,1,2,2,,1,100.0,1.0,rising
2025-12,IPC,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",Others,subtype,415,38,22,42,4,10.5,20,90.9,1.01,rising
2025-12,IPC,"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS)",Male,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS)",Female,subtype,3,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC/81,84 BNS)",NA,subtype,37,5,3,1,-4,-80.0,-2,-66.7,-1.47,falling
2025-12,IPC,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC/98,99 BNS)",NA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS),Documents,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS),Property,subtype,2,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,IPC,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),Persons,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),Printed Matter,subtype,1,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),Others,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,IPC,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),Assembly,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),Parliament,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),Other Elected Bodies,subtype,4,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Man,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Woman,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Boy,subtype,6,0,1,1,1,,0,0.0,0.0,rising
2025-12,IPC,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Girl,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Attempting to commit offences (Sec.511 IPC/62 BNS),Attempting to commit offences,subtype,223,19,21,18,-1,-5.3,-3,-14.3,-0.2,falling
2025-12,IPC,ILLEGAL DETENTION (Sec.342 IPC/127(2) BNS),NA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,FALSE EVIDENCE (Sec.191 to 205 IPC/227-242 BNS),NA,subtype,13,1,0,3,2,200.0,3,,2.0,rising
2025-12,IPC,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS),Boy,subtype,26,1,1,4,3,300.0,3,300.0,6.0,rising
2025-12,IPC,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS),Girl,subtype,39,7,2,2,-5,-71.4,0,0.0,-0.71,falling
2025-12,IPC,OF ABETMENT (Sec.107 to 120 IPC/45-60 BNS),NA,subtype,19,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,IPC,"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS)",IPC 174 A/BNS 209,subtype,354,19,10,7,-12,-63.2,-3,-30.0,-0.93,falling
2025-12,IPC,"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS)",IPC 229 A/BNS 269,subtype,1016,175,23,32,-143,-81.7,9,39.1,-0.43,falling
2025-12,IPC,Concealment of birth by secret disposal of Child,Girl,subtype,24,4,4,1,-3,-75.0,-3,-75.0,-1.5,falling
2025-12,IPC,Concealment of birth by secret disposal of Child,Boy,subtype,23,4,2,1,-3,-75.0,-1,-50.0,-1.25,falling
2025-12,IPC,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,subtype,7,3,0,1,-2,-66.7,1,,-0.67,falling
2025-12,IPC,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,subtype,21,0,3,2,2,,-1,-33.3,-0.33,rising
2025-12,IPC,Disobedience to Order Promulgated by Public/Servant,By Others,subtype,17,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,Disobedience to Order Promulgated by Public/Servant,By Private Institution,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Human Trafficking,Women,subtype,5,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Human Trafficking,Girl,subtype,4,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,IPC,Human Trafficking,Eunuch,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Human Trafficking,Men,subtype,6,0,0,1,1,,1,,0.0,rising
2025-12,IPC,Human Trafficking,Boy,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Giving false information respecting an offence committed,Giving false information respecting an offence committed,subtype,30,0,2,1,1,,-1,-50.0,-0.5,stable
2025-12,IPC,Harbouring offender,NA,subtype,3,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Pettry Organised Crimes,Cargo Theft,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Pettry Organised Crimes,Pick Pocketing,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Pettry Organised Crimes,Shop Lifting,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Pettry Organised Crimes,Theft Of ATM Machines,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Pettry Organised Crimes,Theft From Vehicles,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Pettry Organised Crimes,Unauthorised Betting/Gambling,subtype,145,12,6,9,-3,-25.0,3,50.0,0.25,stable
2025-12,IPC,Pettry Organised Crimes,Others,subtype,12,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Defence Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Others,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Jail Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Para Military Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Police Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Public Sector Undertaking Official,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Judicial Official,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Minister,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,MLA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,MP,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Nationalised Bank Personnel,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Other Elected Member,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Other Enforcement Official,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,IPC,Public Servant in Judicial proceeding,Other Govt Official,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,IPC,"The Indian Stamp Act, 1899",NA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,subtype,5,5,0,0,-5,-100.0,0,,-1.0,falling
2025-12,SLL,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,subtype,21,1,3,1,0,0.0,-2,-66.7,-0.67,falling
2025-12,SLL,ARMS ACT 1960,Country Made - Non Prohibited Bore - In Other Area,subtype,151,7,11,5,-2,-28.6,-6,-54.5,-0.83,falling
2025-12,SLL,ARMS ACT 1961,Country Made - Prohibited Bore - In Disturbed Area,subtype,19,0,0,1,1,,1,,0.0,rising
2025-12,SLL,ARMS ACT 1962,Country Made - Prohibited Bore - In Other Area,subtype,119,3,13,6,3,100.0,-7,-53.8,0.46,falling
2025-12,SLL,ARMS ACT 1963,Factory Made - Non Prohibited Bore - In Disturbed Area,subtype,7,0,1,1,1,,0,0.0,0.0,rising
2025-12,SLL,ARMS ACT 1964,Factory Made - Non Prohibited Bore - In Other Area,subtype,34,1,3,6,5,500.0,3,100.0,4.0,rising
2025-12,SLL,ARMS ACT 1965,Factory Made - Prohibited Bore - In Disturbed Area,subtype,12,1,1,2,1,100.0,1,100.0,2.0,rising
2025-12,SLL,ARMS ACT 1966,Factory Made - Prohibited Bore - In Other Area,subtype,46,3,3,8,5,166.7,5,166.7,3.33,rising
2025-12,SLL,ANIMAL,The Karnataka Prevention of Slaughter and Preservation of Cattle Ordinance 2020,subtype,154,9,13,10,1,11.1,-3,-23.1,-0.12,falling
2025-12,SLL,ANIMAL,Wild Life Preservation Act 1972,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,ANIMAL,Wild Life Protection Act 1972,subtype,3,0,0,0,0,,0,,0.0,stable
2025-12,SLL,ANIMAL,Prevention of Cruelty to Animals Act 1960,subtype,260,22,22,18,-4,-18.2,-4,-18.2,-0.36,falling
2025-12,SLL,ANIMAL,Elephant (Preservation) Act 1879,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,ANIMAL,Cattle Tresspass Act 1871,subtype,3,1,0,0,-1,-100.0,0,,-1.0,falling
2025-12,SLL,CINEMATOGRAPHY ACT 1952,Films,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CINEMATOGRAPHY ACT 1953,Video,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000,subtype,86,4,5,7,3,75.0,2,40.0,1.15,rising
2025-12,SLL,CONSUMER,Consumer (Protection) Act 1986,subtype,7,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,SLL,CONSUMER,Essential Commodities Act 1955,subtype,774,17,69,77,60,352.9,8,11.6,3.12,rising
2025-12,SLL,CONSUMER,Prevention of Food Adulternation Act 1954,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CONSUMER,Packaged Commodities (Regulation) order 1975,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,COPY RIGHT ACT 1957,By Company,subtype,141,9,11,12,3,33.3,1,9.1,0.42,rising
2025-12,SLL,COPY RIGHT ACT 1958,By Individual,subtype,74,5,9,6,1,20.0,-3,-33.3,-0.13,falling
2025-12,SLL,CIVIL RIGHTS,Protection of Civil Rights Act 1955,subtype,6,1,1,0,-1,-100.0,-1,-100.0,-2.0,falling
2025-12,SLL,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste,subtype,1355,105,116,140,35,33.3,24,20.7,0.54,rising
2025-12,SLL,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,subtype,318,13,32,23,10,76.9,-9,-28.1,0.49,rising
2025-12,SLL,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,subtype,590,36,56,69,33,91.7,13,23.2,1.15,rising
2025-12,SLL,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,subtype,148,11,21,13,2,18.2,-8,-38.1,-0.2,falling
2025-12,SLL,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,subtype,78,3,8,1,-2,-66.7,-7,-87.5,-1.54,falling
2025-12,SLL,CHILDREN ACT,Child Marriage (Restraint) Act - 1929,subtype,197,10,10,17,7,70.0,7,70.0,1.4,rising
2025-12,SLL,CHILDREN ACT,Juvenile Justice Act 1986,subtype,151,15,12,19,4,26.7,7,58.3,0.85,rising
2025-12,SLL,CHILDREN ACT,Probation of offenders Act 1958,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1989,Public Servant - Gazetted - Central,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1990,Public Servant - Gazetted - Defence,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1991,Public Servant - Gazetted - Public Sector Undertaking,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1992,Public Servant - Gazetted - State,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1993,Public Servant - Non-Gazetted - Central,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1994,Public Servant - Non-Gazetted - Defence,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF CORRUPTION ACT 1995,Public Servant - Non-Gazetted - State,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CUSTOMS,Customs Act 1962,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CUSTOMS,Import/Export (Control) Act 1947,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,Explosives,Explosives Substances Act 1908,subtype,42,4,3,2,-2,-50.0,-1,-33.3,-0.83,falling
2025-12,SLL,Explosives,Explosives Act 1884,subtype,99,1,3,10,9,900.0,7,233.3,5.33,rising
2025-12,SLL,Explosives,Inflammable Substance Act 1952,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,FOREIGNER,Foreigners Act 1946,subtype,116,3,15,12,9,300.0,-3,-20.0,2.8,rising
2025-12,SLL,FOREIGNER,Registration of Foreigners Act 1939,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,FOREST,Indian Forest Act 1927,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,SLL,FOREST,Forest (Conservation) Act 1980,subtype,11,0,0,2,2,,2,,0.0,rising
2025-12,SLL,HIJACKING,Foreign Aircraft - In India,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,HIJACKING,Foreign Aircraft - Outside India,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,HIJACKING,Indian Aircraft - In India,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,HIJACKING,Indian Aircraft - Outside India,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,IMMORAL TRAFFIC,Organised,subtype,206,10,18,12,2,20.0,-6,-33.3,-0.13,falling
2025-12,SLL,IMMORAL TRAFFIC,Un-Organised,subtype,110,9,8,6,-3,-33.3,-2,-25.0,-0.58,falling
2025-12,SLL,BONDED LABOUR SYSTEM,NA,subtype,14,0,3,1,1,,-2,-66.7,-0.67,falling
2025-12,SLL,INDIAN MOTOR VEHICLE,NA,subtype,65,1,2,3,2,200.0,1,50.0,2.5,rising
2025-12,SLL,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,subtype,3151,213,390,472,259,121.6,82,21.0,1.43,rising
2025-12,SLL,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,subtype,3674,438,383,434,-4,-0.9,51,13.3,0.12,rising
2025-12,SLL,PASSPORT ACT,Foreigner,subtype,2,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PASSPORT ACT,Indian,subtype,4,1,1,0,-1,-100.0,-1,-100.0,-2.0,falling
2025-12,SLL,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,Parliament,subtype,1,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,SLL,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,Other Elected Bodies,subtype,1,0,0,1,1,,1,,0.0,rising
2025-12,SLL,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),subtype,6506,1039,595,676,-363,-34.9,81,13.6,-0.21,falling
2025-12,SLL,KARNATAKA POLICE ACT 1964,Street Gambling (87),subtype,7365,487,499,463,-24,-4.9,-36,-7.2,-0.12,falling
2025-12,SLL,KARNATAKA POLICE ACT 1965,House Gambling (79 & 80),subtype,262,20,17,23,3,15.0,6,35.3,0.5,rising
2025-12,SLL,KARNATAKA POLICE ACT 1966,Betting,subtype,601,16,5,12,-4,-25.0,7,140.0,1.15,rising
2025-12,SLL,KARNATAKA POLICE ACT 1967,Others,subtype,523,22,51,47,25,113.6,-4,-7.8,1.06,rising
2025-12,SLL,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,subtype,130,9,3,14,5,55.6,11,366.7,3.56,rising
2025-12,SLL,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,subtype,1,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,SLL,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,subtype,2,0,1,0,0,,-1,-100.0,-1.0,falling
2025-12,SLL,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,PREVENTION OF TERRORISM ACT (POTA),NA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,RAILWAYS ACT,Indian Railways Act 1989,subtype,6,0,2,2,2,,0,0.0,0.0,rising
2025-12,SLL,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CRIMES RELATED TO WOMEN,Dowry Prohibition,subtype,2028,159,173,162,3,1.9,-11,-6.4,-0.04,falling
2025-12,SLL,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,subtype,1,0,0,0,0,,0,,0.0,stable
2025-12,SLL,INDIAN LUNACY ACT,NA,subtype,0,0,0,0,0,,0,,0.0,stable
2025-12,SLL,INDIAN ELECTRICITY ACT,NA,subtype,12,1,1,0,-1,-100.0,-1,-100.0,-2.0,falling
2025-12,SLL,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,subtype,3178,208,112,212,4,1.9,100,89.3,0.91,rising
2025-12,SLL,KARNATAKA STATE LOCAL ACTS,Prevention of Insult to National Hounours Act 1971,subtype,11,0,1,1,1,,0,0.0,0.0,rising
2025-12,SLL,KARNATAKA STATE LOCAL ACTS,"Prevention of violence against Doctors, Medical professionals and Medical institutions",subtype,13,2,1,1,-1,-50.0,0,0.0,-0.5,falling
2025-12,SLL,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",subtype,1,0,0,0,0,,0,,0.0,stable
