law_type,category_seq,source_sl,category,row_type,subtype,count,year
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Cultural - Painting,0,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Of Cultrual - Others,253,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Cash,510,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Jewellery,1478,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Other Items Not Included Above,1706,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,In Running Train,44,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Extortion,283,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,House Theft,1936,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtype,Servant Theft,527,2025
IPC,13,12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),subtotal,TOTAL,20531,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Land Dispute,1045,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Employee - Govt.,3,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Labour - Private Sector,2,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Labour - Public Sector,1,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Linguistic,3,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Political,5,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Regional,4,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Sectarian,0,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Students,2,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Tribal,0,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Due to Village Disputes,12,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Communal,4,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Industrial,5,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Caste,5,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Agrarian,2,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtype,Others,2298,2025
IPC,14,13,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",subtotal,TOTAL,3391,2025
IPC,15,14,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC/147 TO 158 BNS)",single,,0,2025
IPC,16,15,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC/196, 197 & 353 BNS",single,,192,2025
IPC,17,16,CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),single,,762,2025
IPC,18,17,"CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS)",single,,5839,2025
IPC,19,18,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",subtype,"Stock Share, Debentrue Certificate",0,2025
IPC,19,18,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",subtype,Usage of Counterfeit Stamp,0,2025
IPC,19,18,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",subtype,Of Coins (Sec 231 to 254 IPC),0,2025
IPC,19,18,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",subtype,Of Stamps (Sec.255 to 263(A) IPC),0,2025
IPC,19,18,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",subtype,Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC),30,2025
IPC,19,18,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",subtype,Of Others,1,2025
IPC,19,18,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",subtotal,TOTAL,31,2025
IPC,20,19,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343, 344 BNS)",subtype,Forgery,466,2025
IPC,20,19,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343, 344 BNS)",subtype,Organised (Racket),0,2025
IPC,20,19,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343, 344 BNS)",subtype,Forgery of Passport,1,2025
IPC,20,19,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343, 344 BNS)",subtype,Other Forgery,149,2025
IPC,20,19,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343, 344 BNS)",subtotal,TOTAL,616,2025
IPC,21,20,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",subtype,Acid Attack (326(a)),2,2025
IPC,21,20,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",subtype,Attempt to Acid Attack (326(b)),6,2025
IPC,21,20,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",subtype,Grievous Hurt,1190,2025
IPC,21,20,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",subtype,Simple Hurt,15513,2025
IPC,21,20,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",subtype,Custodial,2,2025
IPC,21,20,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",subtotal,TOTAL,16713,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Attempt to Commit,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Alcoholic Drink (Liquor),5,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Cement & Chemical/Fertiliser,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Cosmetics,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Diesel,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Drug/Medicine,6,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Edible Oil,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Food Grain,2,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Kerosene,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Life Saving Drug,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Mobile Oil,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Petrol,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Petroleum Product,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Soft Drinks,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Spices,0,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtype,Others,7,2025
IPC,22,21,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",subtotal,TOTAL,20,2025
IPC,23,22,AFFRAY (Sec. 160 IPC/194(2) BNS),single,,686,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Agricultural Produce,43,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Attemp to Commit,0,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Boat / Ship,0,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Dwelling House,18,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Educational Institution,1,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Govt. Property,4,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Industrial Establishment,0,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Place of worship,1,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Public Place,11,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Railway Property,0,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Vital Installation,0,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Warehouse (Godown),2,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtype,Others,114,2025
IPC,24,23,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",subtotal,TOTAL,194,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,Attempt To Commit,6,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Contractor,1,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Domestic Servant,0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Labourer,2,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Man (General),14,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Man (SC),0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Man (ST),0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Manager/Executive (Other Than Public Servant),0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,"On Member of Clergy (Christian, Budhist, Jain, Sikh)",1,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,Member of Legislative Assembly / Council (MLA/MLC),0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Member of Parliament (MP),0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On other Dignitaries /Public Figures,2,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Press,0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Professional,0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Public Servant,0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Student,0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Teacher,0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Women (General),3,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Woman (SC),0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtype,On Woman (ST),0,2025
IPC,25,24,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",subtotal,TOTAL,29,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Attempt to Commit,4,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Caste Issue,5,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Communal Issue,65,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Linguistic Issue,0,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Political Issue,1,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Racial/Ethnic Issue,0,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Regional Issue,17,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Religious Issue,91,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Sectarian Issue,0,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtype,Others,77,2025
IPC,26,25,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),subtotal,TOTAL,260,2025
IPC,27,26,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",subtype,Conspiracy To Wage War,0,2025
IPC,27,26,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",subtype,Related to Substantive Offence,1,2025
IPC,27,26,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",subtype,Others,11,2025
IPC,27,26,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",subtotal,TOTAL,12,2025
IPC,28,27,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC/352 TO 354 BNS),single,,3299,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Attempt to Commit,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Bank,1,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Business Establishment,1,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Charitable Organisation,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Chitfund Organisation,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Co-operative Organisation,3,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Commercial Establishment/Shop,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Customs Department,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Excise Department,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Financial Institution,1,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Income Tax Department,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Other Government Organisation,1,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Postal Department,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Public Sector Undertakings,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Railway Department,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Revenue Department,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Sales Tax Department,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Social Organisation (Aided) (N),0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Transport Authority,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Trust - Other than religious,1,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Trust - Religious,0,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtype,Others,13,2025
IPC,29,28,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",subtotal,TOTAL,21,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Attempt to Commit,10,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Club,4,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Hostel,5,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Hotel,13,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,House,715,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Land,1736,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Office,61,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Prohibited Places,13,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Religious Place,10,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Restricted Area,11,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtype,Others,216,2025
IPC,30,29,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),subtotal,TOTAL,2794,2025
IPC,31,30,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),subtype,Husband,1059,2025
IPC,31,30,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),subtype,Husband And Relative(S) in Law,1328,2025
IPC,31,30,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),subtype,Relative(S) in Law,36,2025
IPC,31,30,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),subtype,Dowry Harassment,407,2025
IPC,31,30,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),subtotal,TOTAL,2830,2025
IPC,32,31,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),subtype,By Husband,2,2025
IPC,32,31,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),subtype,By Husband And Relatives In Law,40,2025
IPC,32,31,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),subtype,By Relatives in Law,1,2025
IPC,32,31,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),subtype,By Burning,1,2025
IPC,32,31,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),subtype,By Hanging,62,2025
IPC,32,31,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),subtype,By Other Means,10,2025
IPC,32,31,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),subtotal,TOTAL,116,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Electrocution,26,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Adulterated Food/Drug,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Accident by Air,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Boad Accident,1,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Bridge/Dam Collapse,1,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Building Collapse,5,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Caused By Animal,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Death Due to Other Cause,68,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Electrocution Accident,42,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Explosion Accident,1,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Fire accident,2,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Gas Leakage Accident,4,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Improper Infrastucture In Construction,90,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Improper Medical Treatment,5,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,In Custody of Public Servant,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,In Jail/Judicial Custody,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,In Police Custody,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Industrial Accident (Factory),8,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Inflammable Substance,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Mine Accident,2,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Poisonous Substance,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Quarry Accident,2,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Spurious Liquor (Hooch) Accident,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Railway Accident,0,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtype,Others,72,2025
IPC,33,32,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),subtotal,TOTAL,329,2025
IPC,34,33,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),subtype,National Highways,4015,2025
IPC,34,33,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),subtype,State Highways,3135,2025
IPC,34,33,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),subtype,Other Roads,4097,2025
IPC,34,33,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),subtype,Other Places,161,2025
IPC,34,33,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),subtotal,TOTAL,11408,2025
IPC,35,34,"MOTOR VEHICLE ACCIDENTS NON-FATAL Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",subtype,National Highways,10233,2025
IPC,35,34,"MOTOR VEHICLE ACCIDENTS NON-FATAL Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",subtype,State Highways,7158,2025
IPC,35,34,"MOTOR VEHICLE ACCIDENTS NON-FATAL Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",subtype,Other Roads,13939,2025
IPC,35,34,"MOTOR VEHICLE ACCIDENTS NON-FATAL Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",subtype,Other Places,421,2025
IPC,35,34,"MOTOR VEHICLE ACCIDENTS NON-FATAL Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",subtotal,TOTAL,31751,2025
IPC,36,35,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",subtype,Child,14,2025
IPC,36,35,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",subtype,Woman,1,2025
IPC,36,35,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",subtype,Women and Child,0,2025
IPC,36,35,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",subtotal,TOTAL,15,2025
